Node.Name,Contrast,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
MEG_7183|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,TreatmentGroupGrp1...TreatmentGroupGrp2,0.088865763780289,-0.0717673797819638,0.249498907342542,9.27802403472485,0.513545491246914,0.608102621987862,0.815838454109891,-8.68460420052459
MEG_6991|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TET40,TreatmentGroupGrp1...TreatmentGroupGrp2,0.031106464711522,-0.27282374498218,0.335036674405224,8.12034244891607,0.212473504396052,0.831942007181642,0.966093825765889,-8.79430606555929
MEG_3610|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.0918216155154132,-0.484293341306685,0.300650110275859,7.59218567317119,-0.677993748959655,0.49851224669723,0.712160352424614,-8.58635870985831
MEG_3817|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0471241936496964,0.00700418586897547,0.0872442014304174,7.35012034396832,0.282634431551801,0.777734429182247,0.933363519747799,-8.7733799679093
MEG_7229|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0598893897464494,0.00410782008005147,0.115670959412847,7.00150042236694,0.43629585388757,0.663068629883681,0.858518611695124,-8.7179295744356
MEG_1016|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.199111960896921,-0.481005595748503,0.0827816739546605,6.60638597395641,-1.10392441594039,0.27087862206066,0.46211597955902,-8.20666260068466
MEG_988|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,TreatmentGroupGrp1...TreatmentGroupGrp2,0.238959984625824,0.118950290697793,0.358969678553855,6.5887490952821,1.51924547738014,0.130192159709868,0.262619377955528,-7.66399764056441
MEG_7181|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0819710883209384,-0.0123990840514287,0.176341260693305,6.58402125085449,0.607399044669677,0.544236814847093,0.757900156972247,-8.6318411708228
MEG_7182|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0945117145361936,-0.0889222304586688,0.277945659531056,6.55627206872931,0.685628589307183,0.493700720533366,0.708940010681938,-8.57765003130379
MEG_7178|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETQ,TreatmentGroupGrp1...TreatmentGroupGrp2,0.109713102656316,-0.12906792154091,0.348494126853542,6.46583472304851,0.756044253875389,0.450462781825138,0.666826795142723,-8.53027551656347
